LocationCode,RegionCode,BldgAddress1,BldgAddress2,BldgCity,BldgCounty,BldgState,BldgZip,CongressionalDistrict,BldgStatus,PropertyType,BldgANSIUsable,TotalParkingSpaces,OwnedLeased,ConstructionDate,HistoricalType,HistoricalStatus,ABAAccessibilityFlag
MI1881,5,9922 FRONT ST, ,EMPIRE,LEELANAU,MI,496309417,1,ACTIVE,BUILDING,12532,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1901,5,120 E. JOLLY ROAD, ,LANSING,INGHAM,MI,489106647,3,ACTIVE,BUILDING,31287,12,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1905,5,830 PLEASANT STREET, ,ST JOSEPH,BERRIEN,MI,490851102,6,ACTIVE,BUILDING,5286,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1910,5,8600 GARFIELD RD,8600 GARFIELD ROAD,FREELAND,SAGINAW,MI,486239057,4,ACTIVE,BUILDING,1503,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI1917,5,100 E BIG BEAVER RD,SUITE 810,TROY,OAKLAND,MI,480831204,11,ACTIVE,BUILDING,6150,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1920,5,432 N SAGINAW ST, ,FLINT,GENESEE,MI,485022013,5,ACTIVE,BUILDING,9370,36,LEASED,0,Field Not In Use,National Register Listed,Will Conform
MI1926,5,1055 W. BARAGA ST., ,MARQUETTE,MARQUETTE,MI,498554068,1,ACTIVE,BUILDING,2948,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1932,5,1040 S Winter St,SUITE 2401,ADRIAN,LENAWEE,MI,492213855,7,ACTIVE,BUILDING,5126,29,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1937,5,3241 RACQUET CLUB DRIVE, ,TRAVERSE CITY,GRAND TRAVERSE,MI,496844770,1,ACTIVE,BUILDING,2703,13,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1940,5,38701 SEVEN MILE RD, ,LIVONIA,WAYNE,MI,481521091,11,ACTIVE,BUILDING,5365,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI1941,5,1172 KIRTS BOULEVARD, ,TROY,OAKLAND,MI,480844846,11,ACTIVE,BUILDING,31166,12,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1942,5,"22600 HALL ROAD,SUITE 100", ,CLINTON,LENAWEE,MI,480361172,9,ACTIVE,BUILDING,18422,29,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1947,5,19251 MACK AVE.,SUITE 200,GROSSE POINTE,WAYNE,MI,482362893,14,ACTIVE,BUILDING,12743,57,LEASED,1-Aug-02,Field Not In Use,Not Evaluated,Will Conform
MI1953,5,7201 W SAGINAW RD., ,BAY CITY,BAY,MI,487069257,5,ACTIVE,BUILDING,1246,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1954,5,1930 US 41 W, ,MARQUETTE,MARQUETTE,MI,498553120,1,ACTIVE,BUILDING,5229,7,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1963,5,1155 BREWERY PARK BLVD, ,DETROIT,WAYNE,MI,482072668,13,ACTIVE,BUILDING,45904,131,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1980,5,2321 PINE GROVE AVE, ,PORT HURON,ST CLAIR,MI,480601307,10,ACTIVE,BUILDING,23802,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1981,5,330 IONIA AVE NW, ,GRAND RAPIDS,KENT,MI,495032549,3,ACTIVE,BUILDING,60813,53,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1984,5,211 W FORT ST, ,DETROIT,WAYNE,MI,482263202,14,ACTIVE,BUILDING,270920,133,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1985,5,226 W 2nd St, ,FLINT,GENESEE,MI,485021203,5,ACTIVE,BUILDING,15204,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1990,5,111 FIRST STREET, ,BAY CITY,BAY,MI,487085601,5,ACTIVE,BUILDING,13946,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1991,5,431 HOWARD ST, ,DETROIT,WAYNE,MI,482262507,14,ACTIVE,BUILDING,67518,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1996,5,2651 COOLIDGE RD, ,EAST LANSING,INGHAM,MI,488236360,3,ACTIVE,BUILDING,14900,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1997,5,"50 LOUIS STREET,N.W.", ,GRAND RAPIDS,KENT,MI,495032633,3,ACTIVE,BUILDING,8276,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI1999,5,17177 N LAUREL PARK DR, ,LIVONIA,WAYNE,MI,481522651,11,ACTIVE,BUILDING,4056,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI2002,5,24 Frank Lloyd Wright Dr,"LOBBY C,LEVEL 3",ANN ARBOR,WASHTENAW,MI,481059484,12,ACTIVE,BUILDING,3283,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI2004,5,2000 TRAVERWOOD, ,ANN ARBOR,WASHTENAW,MI,481052195,12,ACTIVE,BUILDING,59100,300,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2010,5,19853 OUTER DRIVE, ,DEARBORN,WAYNE,MI,481242066,12,ACTIVE,BUILDING,12273,40,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI2013,5,455 BOND ST,(CORNER OF 12TH AND BOND),BENTON HARBOR,BERRIEN,MI,490224700,6,ACTIVE,BUILDING,11000,50,LEASED,17-Feb-98,Field Not In Use,Not Evaluated,Will Conform
MI2016,5,2501 COOLIDGE ROAD, ,EAST LANSING,INGHAM,MI,488236352,3,ACTIVE,BUILDING,2055,11,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI2017,5,100 HEMLOCK STREET, ,BARAGA,BARAGA,MI,499089675,1,ACTIVE,BUILDING,1040,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2019,5,4901 TOWNE CENTRE, ,SAGINAW,SAGINAW,MI,486042841,5,ACTIVE,BUILDING,4075,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2020,5,730 SHELBY ST, ,DETROIT,WAYNE,MI,482263264,14,ACTIVE,STRUCTURE,0,197,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI2021,5,101 FIRST STREET,SUITES 103 & 200,BAY CITY,BAY,MI,487085746,5,ACTIVE,BUILDING,8484,23,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2022,5,44200 GARFIELD RD, ,CLINTON TOWNSHIP,MACOMB,MI,480381145,9,ACTIVE,BUILDING,8242,11,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Yes
MI2024,5,220 W. 2ND STREET, ,FLINT,GENESEE,MI,485021203,5,ACTIVE,BUILDING,5304,9,LEASED,1-Mar-99,Field Not In Use,Not Evaluated,Yes
MI2026,5,580 KIRTS BOULEVARD,SUITE 307,TROY,OAKLAND,MI,480844138,11,ACTIVE,BUILDING,4951,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2037,5,12605 ARNOLD, ,REDFORD,WAYNE,MI,482392636,13,ACTIVE,BUILDING,16842,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2038,5,2803 JOLLY RD,SUITE 160,OKEMOS,INGHAM,MI,488643547,3,ACTIVE,BUILDING,8118,5,LEASED,10-Jul-97,Field Not In Use,Not Evaluated,Yes
MI2040,5,9222 GRAND RIVER, ,DETROIT,WAYNE,MI,482042249,13,ACTIVE,BUILDING,8982,65,LEASED,1-Sep-00,Field Not In Use,Not Evaluated,Yes
MI2041,5,4405 BALDWIN ROAD,"ORION,MICHIGAN",LAKE ORION,OAKLAND,MI,483592164,3,ACTIVE,BUILDING,2890,30,LEASED,15-Mar-00,Field Not In Use,Not Evaluated,Yes
MI2056,5,300 W. SECOND STREET, ,FLINT,GENESEE,MI,485021205,5,ACTIVE,BUILDING,13800,65,LEASED,23-Jun-00,Field Not In Use,Not Evaluated,Yes
MI2059,5,657 HASTINGS AVENUE, ,HOLLAND,OTTAWA,MI,494235427,2,ACTIVE,BUILDING,5800,41,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2064,5,1325 HOWARD STREET, ,DETROIT,WAYNE,MI,482262420,14,ACTIVE,BUILDING,13500,27,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2065,5,2518 CAPITOL AVENUE SW, ,BATTLE CREEK,CALHOUN,MI,490154188,3,ACTIVE,BUILDING,8000,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2067,5,3001 COOLIDGE RD, ,EAST LANSING,INGHAM,MI,488236319,3,ACTIVE,BUILDING,42488,24,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2069,5,115 1ST STREET, ,BAY CITY,BAY,MI,487085601,5,ACTIVE,BUILDING,6336,15,LEASED,1-Aug-00,Field Not In Use,Not Evaluated,Yes
MI2070,5,1280 PONTIAC ROAD, ,PONTIAC,OAKLAND,MI,483402238,14,ACTIVE,BUILDING,13943,80,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2072,5,2911 EYDE PKY, ,EAST LANSING,INGHAM,MI,488235381,3,ACTIVE,BUILDING,7996,15,LEASED,1-Jan-00,Field Not In Use,Not Evaluated,Yes
MI2077,5,308 STATE ST, ,PETOSKEY,EMMET,MI,497702747,1,ACTIVE,BUILDING,3690,14,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2078,5,1940 SWEENEY STREET, ,MOUNT PLEASANT,ISABELLA,MI,488586626,4,ACTIVE,BUILDING,6625,34,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2081,5,3400 CONNER ROAD, ,DETROIT,WAYNE,MI,482152433,14,ACTIVE,BUILDING,12301,54,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2082,5,300 RIVER PLACE, ,DETROIT,WAYNE,MI,482074231,14,ACTIVE,BUILDING,108721,205,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2083,5,5210 PERRY ROBINSON CIRCLE, ,LANSING,INGHAM,MI,489113878,3,ACTIVE,BUILDING,17767,81,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2085,5,111 N 4th Ave, ,ALPENA,ALPENA,MI,497072403,1,ACTIVE,BUILDING,4360,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2086,5,902 RAZORBACK DRIVE,SUITE #3,HOUGHTON,HOUGHTON,MI,499312802,1,ACTIVE,BUILDING,2438,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2088,5,1720 S. MITCHELL ST., ,CADILLAC,WEXFORD,MI,496018533,4,ACTIVE,BUILDING,3110,13,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2089,5,730 WATER TOWER ROAD, ,BIG RAPIDS,MECOSTA,MI,493072160,4,ACTIVE,BUILDING,3192,21,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2090,5,5715 MICHIGAN AVE, ,DETROIT,WAYNE,MI,482103038,13,ACTIVE,BUILDING,7960,51,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2092,5,11700 METRO AIRPORT CENTER DR,SUITE 101/102,ROMULUS,WAYNE,MI,481741456,13,ACTIVE,BUILDING,20258,34,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2095,5,38 WEST FULTON, ,GRAND RAPIDS,KENT,MI,495032644,3,ACTIVE,BUILDING,5754,16,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2096,5,WASHINGTON AND CHAMPION STREETS, ,BATTLE CREEK,CALHOUN,MI,490373001,3,ACTIVE,STRUCTURE,0,114,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MI2097,5,38275 WEST TWELVE MILE ROAD, ,FARMINGTON HILLS,OAKLAND,MI,483313042,14,ACTIVE,BUILDING,17111,80,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2098,5,260 MT. ELLIOTT, ,DETROIT,WAYNE,MI,482074322,14,ACTIVE,BUILDING,4842,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2100,5,34010 PLYMOUTH ROAD, ,LIVONIA,WAYNE,MI,481501512,11,ACTIVE,BUILDING,7900,33,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2101,5,3100 WEST ROAD, ,EAST LANSING,INGHAM,MI,488236369,3,ACTIVE,BUILDING,9572,12,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2102,5,10201 WEST 7 MILE ROAD, ,DETROIT,WAYNE,MI,482211903,14,ACTIVE,BUILDING,10725,66,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2104,5,6520 MERCANTILE WAY, ,LANSING,INGHAM,MI,489116957,3,ACTIVE,BUILDING,8475,24,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2107,5,800 MONROE AVE NW, ,GRAND RAPIDS,KENT,MI,495031445,3,ACTIVE,BUILDING,1982,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2108,5,2163 UNIVERSITY DRIVE, ,OKEMOS,INGHAM,MI,488643977,3,ACTIVE,BUILDING,3800,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2109,5,28657 CHERRYHILL ROAD, ,INKSTER,WAYNE,MI,481411197,13,ACTIVE,BUILDING,9526,53,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2114,5,4202 Collins Rd,2 ND FLOOR,LANSING,INGHAM,MI,489105894,3,ACTIVE,BUILDING,13978,65,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2116,5,1617 AIRPORT RD., ,ALPENA,ALPENA,MI,497078136,1,ACTIVE,BUILDING,503,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2118,5,317 SOUTH DRAKE ROAD, ,KALAMAZOO,KALAMAZOO,MI,490091171,6,ACTIVE,BUILDING,12399,60,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2119,5,306 GOULD STREET, ,OWOSSO,SHIAWASSEE,MI,488672417,4,ACTIVE,BUILDING,4675,18,LEASED,1-Feb-07,Field Not In Use,Not Evaluated,Yes
MI2120,5,1300 SOUTH TELEGRAPH ROAD, ,MONROE,MONROE,MI,481615521,7,ACTIVE,BUILDING,5269,25,LEASED,1-Jun-07,Field Not In Use,Not Evaluated,Yes
MI2121,5,4665 BROADMOOR AVE. S.E., ,GRAND RAPIDS,KENT,MI,495125387,2,ACTIVE,BUILDING,7200,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2126,5,E-5560 AIRPORT ROAD, ,IRONWOOD,GOGEBIC,MI,499380000,1,ACTIVE,BUILDING,454,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2127,5,3300 AIRPORT ROAD, ,ESCANABA,DELTA,MI,498291057,1,ACTIVE,BUILDING,566,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2128,5,23810 AIRPARK BLVD,SUITE 120,CALUMET,HOUGHTON,MI,499139233,1,ACTIVE,BUILDING,680,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2129,5,225 AIRPORT AVE,SAWYER INTERNATIONAL AIRPORT & SERV,GWINN,MARQUETTE,MI,498413104,1,ACTIVE,BUILDING,1770,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2130,5,Airport Rd, ,IRON MOUNTAIN,DICKINSON,MI,49801,1,ACTIVE,BUILDING,599,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2132,5,5235 PORTAGE ROAD, ,KALAMAZOO,KALAMAZOO,MI,490021766,6,ACTIVE,BUILDING,927,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2134,5,G-3425 W. BRISTOL ROAD,BISHOP INTERNATIONAL AIRPORT,FLINT,GENESEE,MI,485075500,5,ACTIVE,BUILDING,4327,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2136,5,234 W LOUIS GLICK HWY, ,JACKSON,JACKSON,MI,492011326,7,ACTIVE,BUILDING,9760,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2137,5,101 SINCLAIR DRIVE,101 SINCLAIR DRIVE,MUSKEGON,MUSKEGON,MI,494415554,2,ACTIVE,BUILDING,882,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2140,5,1393 U.S. 31 HIGHWAY,"PELLSTON,",PELLSTON,EMMET,MI,497699800,1,ACTIVE,BUILDING,763,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2141,5,2323 AIRPORT ROAD, ,MANISTEE,MANISTEE,MI,496609710,1,ACTIVE,BUILDING,324,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2143,5,1901 W RIDGE, ,MARQUETTE,MARQUETTE,MI,498553198,1,ACTIVE,BUILDING,2438,11,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2145,5,2847 ASHMUN STREET, ,SAULT STE MARIE,CHIPPEWA,MI,497833732,1,ACTIVE,BUILDING,1100,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2151,5,208 BINGHAM / 127 MAPLE, ,SAULT STE MARIE,CHIPPEWA,MI,497832010,1,ACTIVE,BUILDING,12160,65,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2154,5,1009 CASS AVE, ,DETROIT,WAYNE,MI,482262621,14,ACTIVE,STRUCTURE,0,310,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2156,5,4805 TOWNE CENTRE RD, ,SAGINAW,SAGINAW,MI,486042831,5,ACTIVE,BUILDING,3811,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2160,5,11100 METRO AIRPORT CENTER DR, ,ROMULUS,WAYNE,MI,481745408,13,ACTIVE,BUILDING,15687,24,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2162,5,99 MONROE AVE NW,SUITE 300,GRAND RAPIDS,KENT,MI,495036211,3,ACTIVE,BUILDING,15913,75,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2164,5,4100 CAPITOL CITY BLVD, ,LANSING,INGHAM,MI,489062170,4,ACTIVE,BUILDING,3437,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2165,5,150 NORTH JEBAVY DRIVE, ,LUDINGTON,MASON,MI,494311920,2,ACTIVE,BUILDING,4512,16,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2167,5,3090 WRIGHT STREET, ,MARQUETTE,MARQUETTE,MI,498559649,1,ACTIVE,BUILDING,23019,155,LEASED,1-Jan-08,Field Not In Use,Not Evaluated,Yes
MI2170,5,3971 Research Park Dr, ,ANN ARBOR,WASHTENAW,MI,481082281,12,ACTIVE,BUILDING,9300,48,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2174,5,3815 W. ST. JOSEPH,SUITE A-102,LANSING,INGHAM,MI,489173666,3,ACTIVE,BUILDING,1971,14,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2175,5,2583 Worldgateway Pl, ,DETROIT,WAYNE,MI,482424228,13,ACTIVE,BUILDING,5916,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2176,5,NORTH TERMINAL, ,DETROIT,WAYNE,MI,482421004,13,ACTIVE,BUILDING,4005,0,LEASED,1-Dec-08,Field Not In Use,Not Evaluated,Will Conform
MI2179,5,1 DIVISON AVENUE N, ,GRAND RAPIDS,KENT,MI,495033211,3,ACTIVE,BUILDING,44121,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2181,5,1270 PONTIAC RD., ,PONTIAC,OAKLAND,MI,483402238,14,ACTIVE,BUILDING,20730,89,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2182,5,7310 HIGHLAND RD, ,WATERFORD,WAYNE,MI,483271508,11,ACTIVE,BUILDING,1950,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2184,5,2861 Ashmun St, ,SAULT STE MARIE,CHIPPEWA,MI,497832798,1,ACTIVE,BUILDING,3200,44,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2185,5,719 GRISWOLD, ,DETROIT,WAYNE,MI,482263360,14,ACTIVE,BUILDING,14698,31,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2186,5,2040 US HWY 31 SO,BLDG. C,TRAVERSE CITY,GRAND TRAVERSE,MI,496846996,1,ACTIVE,BUILDING,7168,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2187,5,26200 21 MILE RD, ,CHESTERFIELD TWP,MACOMB,MI,480513002,10,ACTIVE,BUILDING,9046,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2188,5,1730 TRADITIONAL DRIVE, ,WALLED LAKE,OAKLAND,MI,483905925,11,ACTIVE,BUILDING,6199,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2189,5,5315 W. AIRPORT DRIVE,5315 W. AIRPORT DRIVE,KINCHELOE AFB,CHIPPEWA,MI,497881600,1,ACTIVE,BUILDING,486,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2190,5,727 FLY DONT DR, ,TRAVERSE CITY,GRAND TRAVERSE,MI,496863585,1,ACTIVE,BUILDING,4411,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2191,5,290 TOWN CENTER DR, ,DEARBORN,WAYNE,MI,481262739,12,ACTIVE,BUILDING,6563,14,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2194,5,13919 W. BAY SHORE DR, ,TRAVERSE CITY,GRAND TRAVERSE,MI,496846206,1,ACTIVE,BUILDING,2653,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI2196,5,10850 E TRAVERSE HIGHWAY, ,TRAVERSE CITY,GRAND TRAVERSE,MI,496843295,1,ACTIVE,BUILDING,4040,4,LEASED,1-May-76,Field Not In Use,Not Evaluated,Yes
MI2197,5,2620 KRAFFT RD, ,FORT GRATIOT,ST CLAIR,MI,480593942,10,ACTIVE,BUILDING,11340,55,LEASED,1-Apr-07,Field Not In Use,Not Evaluated,Yes
MI2202,5,1149 ROBERT T LONGWAY DRIVE, ,FLINT,GENESEE,MI,485031850,5,ACTIVE,BUILDING,12400,68,LEASED,1-Jun-06,Field Not In Use,Not Evaluated,Yes
MI2203,5,2938 HANSEN, ,WEST BRANCH,OGEMAW,MI,486619317,4,ACTIVE,BUILDING,5440,25,LEASED,15-Jan-08,Field Not In Use,Not Evaluated,Yes
MI2205,5,14801 MIDDLE GIBRALTAR ROAD, ,GIBRALTAR,WAYNE,MI,481739713,12,ACTIVE,BUILDING,19091,99,LEASED,1-Sep-06,Field Not In Use,Not Evaluated,Yes
MI2207,5,950 TRADE CENTER WAY, ,PORTAGE,KALAMAZOO,MI,490020487,6,ACTIVE,BUILDING,3581,5,LEASED,1-Jun-07,Field Not In Use,Not Evaluated,Yes
MI2208,5,1025 COMMERCE DRIVE, ,MARQUETTE,MARQUETTE,MI,498558694,1,ACTIVE,BUILDING,4950,10,LEASED,25-Oct-10,Field Not In Use,Not Evaluated,Yes
MI2209,5,317 Metty Dr, ,ANN ARBOR,WASHTENAW,MI,481038821,12,ACTIVE,BUILDING,4608,10,LEASED,23-Aug-07,Field Not In Use,Not Evaluated,Yes
MI2210,5,"3251 EVERGREEN DRIVE NE,UNIT7", ,GRAND RAPIDS,KENT,MI,495259581,3,ACTIVE,BUILDING,28040,12,LEASED,1-Sep-08,Field Not In Use,Not Evaluated,Yes
MI2213,5,8075 CREEKSIDE DR, ,PORTAGE,KALAMAZOO,MI,490246302,6,ACTIVE,BUILDING,3848,0,LEASED,1-Jul-00,Field Not In Use,Not Evaluated,Yes
MI2214,5,1000 TOWN CENTER, ,SOUTHFIELD,OAKLAND,MI,480751183,14,ACTIVE,BUILDING,5691,5,LEASED,10-Nov-07,Field Not In Use,Not Evaluated,Yes
MI2215,5,11411 EAST JEFFERSON AVENUE, ,DETROIT,WAYNE,MI,482143332,14,ACTIVE,BUILDING,53754,310,LEASED,1-Feb-08,Field Not In Use,Not Evaluated,Yes
MI2216,5,1616 HOWARD STREET, ,DETROIT,WAYNE,MI,482161988,14,ACTIVE,BUILDING,16500,10,LEASED,8-Jul-08,Field Not In Use,Not Evaluated,Yes
MI2217,5,2600 WILLS DRIVE, ,MARYSVILLE,ST CLAIR,MI,480401926,10,ACTIVE,BUILDING,18000,60,LEASED,1-Jun-06,Field Not In Use,Not Evaluated,Yes
MI2218,5,3971 Research Park Dr,SUITE B,ANN ARBOR,WASHTENAW,MI,481082281,12,ACTIVE,BUILDING,8264,24,LEASED,9-May-08,Field Not In Use,Not Evaluated,Yes
MI3000,5,27650 Farmington Road, ,FARMINGTON HILLS,OAKLAND,MI,483343365,3,ACTIVE,BUILDING,11291,55,LEASED,0,Field Not In Use,Not Evaluated,Yes
MI3001,5,3045 KNAPP STREET NE, ,GRAND RAPIDS,KENT,MI,495254517,3,ACTIVE,BUILDING,24053,120,LEASED,28-Mar-11,Field Not In Use,Not Evaluated,Will Conform
MI3004,5,11301 METRO AIRPORT CENTER DRIVE SU, ,ROMULUS,WAYNE,MI,481741489,13,ACTIVE,BUILDING,6879,19,LEASED,9-Oct-08,Field Not In Use,Not Evaluated,Yes
MI3005,5,125 OTTAWA AVENUE NW, ,GRAND RAPIDS,KENT,MI,495032837,3,ACTIVE,BUILDING,5843,1,LEASED,7-Oct-08,Field Not In Use,National Register Listed,Yes
MI3007,5,2800 LIVERNOIS RD, ,TROY,OAKLAND,MI,480831215,11,ACTIVE,BUILDING,2857,5,LEASED,1-Jan-97,Field Not In Use,Not Evaluated,Yes
MI3008,5,202 PARK PLACE, ,ALPENA,ALPENA,MI,497072830,1,ACTIVE,BUILDING,4160,13,LEASED,1-Dec-08,Field Not In Use,Not Evaluated,Yes
MI3010,5,517 OTTAWA AVENUE NW, ,GRAND RAPIDS,KENT,MI,495031424,3,ACTIVE,BUILDING,3806,4,LEASED,2-Oct-09,Field Not In Use,Not Evaluated,Will Conform
MI3011,5,"1048 PIERPONT,BAY 6", ,LANSING,INGHAM,MI,489115976,3,ACTIVE,BUILDING,8058,0,LEASED,1-Jun-75,Field Not In Use,Not Evaluated,Yes
MI3013,5,4035 SWEENEY ROAD, ,MOUNT PLEASANT,ISABELLA,MI,488589192,4,ACTIVE,BUILDING,18824,106,LEASED,1-Jul-10,Field Not In Use,Not Evaluated,Will Conform
MI3014,5,2021 WEST CARPENTER ROAD, ,FLINT,GENESEE,MI,485051974,5,ACTIVE,BUILDING,10390,55,LEASED,28-Sep-09,Field Not In Use,Not Evaluated,Yes
MI3018,5,1865 O'ROURKE BLVD., ,GAYLORD,OTSEGO,MI,497358030,1,ACTIVE,BUILDING,7000,10,LEASED,30-Jun-00,Field Not In Use,Not Evaluated,Yes
MI3019,5,228 MAGAZINE STREET, ,SAULT STE MARIE,CHIPPEWA,MI,497831555,1,ACTIVE,BUILDING,17974,29,LEASED,1-Feb-09,Field Not In Use,Not Evaluated,Yes
MI3021,5,38105-38219  MOUND ROAD, ,STERLING HEIGHTS,MACOMB,MI,483103415,9,ACTIVE,BUILDING,14291,110,LEASED,1-Aug-09,Field Not In Use,Not Evaluated,Yes
MI3022,5,917 N SAGINAW ST, ,FLINT,GENESEE,MI,485031735,5,ACTIVE,BUILDING,13373,8,LEASED,10-Jun-10,Field Not In Use,Not Evaluated,Yes
MI3024,5,806 HASTINGS STREET, ,TRAVERSE CITY,GRAND TRAVERSE,MI,496863454,1,ACTIVE,BUILDING,492,2,LEASED,17-Feb-08,Field Not In Use,Not Evaluated,Yes
MI3033,5,2845 ASHMUN STREET, ,SAULT STE MARIE,CHIPPEWA,MI,497833732,1,ACTIVE,BUILDING,3080,20,LEASED,20-Mar-10,Field Not In Use,Not Evaluated,Yes
MI3034,5,1115 WASHINGTON AVENUE, ,BAY CITY,BAY,MI,487085707,5,ACTIVE,BUILDING,7324,40,LEASED,1-Jan-10,Field Not In Use,Not Evaluated,Will Conform
